#! FIELDS d2 file.free der_d2
#! SET min_d2 7
#! SET max_d2 11
#! SET nbins_d2  101
#! SET periodic_d2 false
    7.000000000    0.021916227    0.642504803
    7.040000000    0.046824541    0.603315192
    7.080000000    0.070144096    0.564784149
    7.120000000    0.092147793    0.535901486
    7.160000000    0.113060738    0.510951685
    7.200000000    0.133143619    0.493235980
    7.240000000    0.152556742    0.479591739
    7.280000000    0.171566183    0.473181997
    7.320000000    0.190474039    0.472709458
    7.360000000    0.209327402    0.470395195
    7.400000000    0.228246844    0.474040072
    7.440000000    0.247267657    0.475003658
    7.480000000    0.266265594    0.473897852
    7.520000000    0.285054547    0.464691643
    7.560000000    0.303319973    0.446753541
    7.600000000    0.320618374    0.415769937
    7.640000000    0.336382243    0.370381606
    7.680000000    0.349911488    0.305234037
    7.720000000    0.360484588    0.221515462
    7.760000000    0.367482723    0.125642121
    7.800000000    0.370416508    0.017287020
    7.840000000    0.368894625   -0.095129941
    7.880000000    0.362770464   -0.211704521
    7.920000000    0.352021470   -0.324287826
    7.960000000    0.336944809   -0.425830833
    8.000000000    0.318213670   -0.508675479
    8.040000000    0.296657898   -0.564757519
    8.080000000    0.273435065   -0.590152954
    8.120000000    0.249961965   -0.576260921
    8.160000000    0.227873023   -0.521306042
    8.200000000    0.208946787   -0.416888476
    8.240000000    0.195046402   -0.269223009
    8.280000000    0.188002488   -0.077357837
    8.320000000    0.189372869    0.153654184
    8.360000000    0.200781187    0.421173938
    8.400000000    0.223463787    0.713122610
    8.440000000    0.258158048    1.024659912
    8.480000000    0.305381112    1.337537615
    8.520000000    0.365197443    1.651927975
    8.560000000    0.437264071    1.950084859
    8.600000000    0.520873428    2.226153688
    8.640000000    0.614901202    2.467570228
    8.680000000    0.717693766    2.665679526
    8.720000000    0.827433219    2.812210967
    8.760000000    0.941882461    2.900704435
    8.800000000    1.058638679    2.926844873
    8.840000000    1.175203201    2.891512910
    8.880000000    1.288888316    2.784691540
    8.920000000    1.397119178    2.617427024
    8.960000000    1.497491768    2.391306607
    9.000000000    1.587595434    2.105827126
    9.040000000    1.665321210    1.772562843
    9.080000000    1.728868138    1.398124522
    9.120000000    1.776767936    0.992738136
    9.160000000    1.807901443    0.561894185
    9.200000000    1.821680281    0.126922096
    9.240000000    1.818080326   -0.304553446
    9.280000000    1.797436537   -0.723517096
    9.320000000    1.760553238   -1.115855840
    9.360000000    1.708652148   -1.473677077
    9.400000000    1.643113341   -1.792145566
    9.440000000    1.566024119   -2.053710088
    9.480000000    1.479588129   -2.257375530
    9.520000000    1.386208843   -2.399362181
    9.560000000    1.288534016   -2.473600150
    9.600000000    1.189244927   -2.482694505
    9.640000000    1.090838991   -2.426873418
    9.680000000    0.995915887   -2.309532737
    9.720000000    0.906826164   -2.136914154
    9.760000000    0.825610348   -1.916882083
    9.800000000    0.753889655   -1.663418889
    9.840000000    0.692920072   -1.383115081
    9.880000000    0.643414215   -1.091954913
    9.920000000    0.605432760   -0.808805950
    9.960000000    0.578485853   -0.541123711
   10.000000000    0.561732800   -0.300943113
   10.040000000    0.553932306   -0.096236035
   10.080000000    0.553362342    0.059067656
   10.120000000    0.557962749    0.161195214
   10.160000000    0.565502296    0.205442360
   10.200000000    0.573756085    0.200453176
   10.240000000    0.580783909    0.143151164
   10.280000000    0.584650343    0.043296562
   10.320000000    0.583756136   -0.093536073
   10.360000000    0.576831392   -0.258321994
   10.400000000    0.562923230   -0.437465087
   10.440000000    0.541694969   -0.623651050
   10.480000000    0.513181286   -0.799506319
   10.520000000    0.477933543   -0.958269825
   10.560000000    0.436928151   -1.086376059
   10.600000000    0.391420920   -1.181874207
   10.640000000    0.342898130   -1.238711539
   10.680000000    0.292938286   -1.252480452
   10.720000000    0.243156708   -1.231158342
   10.760000000    0.195050223   -1.170025978
   10.800000000    0.150091583   -1.072663403
   10.840000000    0.109411513   -0.956253907
   10.880000000    0.073777132   -0.823964167
   10.920000000    0.043633148   -0.683756123
   10.960000000    0.019130075   -0.543427656
   11.000000000    0.000000000   -0.417163379
